dataset,sample_id,service,locale,duration_s,reference,hypothesis,wer,sentence_error,ins,del,sub,ref_len,first_latency_ms,lbl_ms,upl_ms,upl_self_ms,upl_anchor,speech_start_s,speech_end_s,boundary_fix_action,first_word_start_s,last_word_end_s,vad_truncated_s,error
en-GB_DT1,1l_en-GB_male-DT1/Play the previous song.wav,realtime,en-GB,3.97,Play the previous song,Play the previous song.,0.0,0,0,0,0,4,2168.3,-684.1,766.4,766.4,realtime,1.07,2.55,none,1.07,2.55,,
en-GB_DT1,1l_en-GB_male-DT1/Play the previous song.wav,realtime_refine,en-GB,3.97,Play the previous song,Play the previous song.,0.0,0,0,0,0,4,1646.7,-502.2,1148.3,1148.3,realtime,1.07,2.55,none,1.03,2.35,,
en-GB_DT1,1l_en-GB_male-DT1/Play the previous song.wav,fast_llm,en-GB,3.97,Play the previous song,Play the previous song.,0.0,0,0,0,0,4,3605.8,505.7,1055.8,1255.8,realtime,1.07,2.55,none,,,3.05,
en-GB_DT1,1l_en-GB_male-DT1/Play the previous song.wav,fast_mai,en-GB,3.97,Play the previous song,Play the previous song.,0.0,0,0,0,0,4,3609.9,509.8,1060.0,560.0,realtime,1.07,2.55,none,,,3.05,
en-GB_DT1,1l_en-GB_male-DT1/Play the previous song.wav,fast_default,en-GB,3.97,Play the previous song,Play the previous song.,0.0,0,0,0,0,4,3659.5,559.5,1109.6,1339.6,realtime,1.07,2.55,none,,,3.05,
en-GB_DT1,1l_en-GB_female-DT1/Can you set the voice volume to the minimum.wav,realtime,en-GB,4.28,Can you set the voice volume to the minimum,Can you search the voice volume to the minimum?,0.1111,1,0,0,1,9,2107.9,303.7,484.0,484.0,realtime,1.16,4.12,none,1.16,4.12,,
en-GB_DT1,1l_en-GB_female-DT1/Can you set the voice volume to the minimum.wav,realtime_refine,en-GB,4.28,Can you set the voice volume to the minimum,Can you set the voice volume to the minimum?,0.0,0,0,0,0,9,1612.0,640.3,980.8,980.8,realtime,1.16,4.12,none,1.16,3.96,,
en-GB_DT1,1l_en-GB_female-DT1/Can you set the voice volume to the minimum.wav,fast_mai,en-GB,4.28,Can you set the voice volume to the minimum,Can you set the voice volume to the minimum?,0.0,0,0,0,0,9,4803.4,503.1,683.5,523.5,realtime,1.16,4.12,none,,,4.62,
en-GB_DT1,1l_en-GB_female-DT1/Can you set the voice volume to the minimum.wav,fast_llm,en-GB,4.28,Can you set the voice volume to the minimum,Can you set the voice volume to the minimum?,0.0,0,0,0,0,9,4796.0,495.9,676.1,846.1,realtime,1.16,4.12,none,,,4.62,
en-GB_DT1,1l_en-GB_female-DT1/Can you set the voice volume to the minimum.wav,fast_default,en-GB,4.28,Can you set the voice volume to the minimum,Can you set the voice volume to the minimum?,0.0,0,0,0,0,9,4882.1,581.9,762.2,842.2,realtime,1.16,4.12,none,,,4.62,
en-GB_DT1,1l_en-GB_male-DT1/Turn on Apple Carplay for the passenger.wav,realtime,en-GB,4.95,Turn on Apple Carplay for the passenger,Turn on Apple CarPlay for the passenger.,0.0,0,0,0,0,7,2152.8,-752.4,657.8,657.8,realtime,1.07,3.59,none,1.07,3.59,,
