dataset,sample_id,service,locale,duration_s,reference,hypothesis,wer,sentence_error,ins,del,sub,ref_len,first_latency_ms,lbl_ms,upl_ms,upl_self_ms,upl_anchor,speech_start_s,speech_end_s,boundary_fix_action,first_word_start_s,last_word_end_s,vad_truncated_s,error
de-DE_DT1,2r_de-DE_female-DT1/Leistungsmodus auf schwach umschalten.wav,realtime,de-DE,5.26,Leistungsmodus auf schwach umschalten,Das muss ich auch schwach umschalten.,1.0,1,2,0,2,4,1632.3,-856.8,733.9,733.9,realtime,1.91,3.71,trim_first,1.71,3.71,,
de-DE_DT1,2r_de-DE_female-DT1/Leistungsmodus auf schwach umschalten.wav,realtime_refine,de-DE,5.26,Leistungsmodus auf schwach umschalten,Ich muss auf schwach umschalten.,0.5,1,1,0,1,4,1493.1,-517.1,1153.1,1153.1,realtime,1.91,3.71,trim_first,1.79,3.63,,
de-DE_DT1,2r_de-DE_female-DT1/Leistungsmodus auf schwach umschalten.wav,fast_llm,de-DE,5.26,Leistungsmodus auf schwach umschalten,Ich muss mich auch spacht entscheiden.,1.5,1,2,0,4,4,4760.1,459.6,1050.1,1050.1,realtime,1.91,3.71,trim_first,,,4.21,
de-DE_DT1,2r_de-DE_female-DT1/Leistungsmodus auf schwach umschalten.wav,fast_mai,de-DE,5.26,Leistungsmodus auf schwach umschalten,Ich muss es auf Schwarz umschalten.,1.0,1,2,0,2,4,4759.2,459.9,1050.0,550.0,realtime,1.91,3.71,trim_first,,,4.21,
de-DE_DT1,2r_de-DE_female-DT1/Leistungsmodus auf schwach umschalten.wav,whisper_v3,de-DE,5.26,Leistungsmodus auf schwach umschalten,Ich muss auf Schwach umschalten.,0.5,1,1,0,1,4,4922.3,622.0,1212.4,1322.4,realtime,1.91,3.71,trim_first,,,4.21,
de-DE_DT1,2r_de-DE_female-DT1/Leistungsmodus auf schwach umschalten.wav,fast_default,de-DE,5.26,Leistungsmodus auf schwach umschalten,Ich muss auf Schwach umschalten.,0.5,1,1,0,1,4,4907.8,617.6,1207.7,1317.7,realtime,1.91,3.71,trim_first,,,4.21,
de-DE_DT1,1l_de-DE_male-DT1/Außenluftzirkulation einschalten.wav,realtime,de-DE,5.67,Außenluftzirkulation einschalten,Außenluftzirkulation einschalten.,0.0,0,0,0,0,2,1854.6,-1169.0,571.8,571.8,realtime,1.32,3.96,none,1.32,3.96,,
de-DE_DT1,1l_de-DE_male-DT1/Außenluftzirkulation einschalten.wav,realtime_refine,de-DE,5.67,Außenluftzirkulation einschalten,Außenluftzirkulation einschalten.,0.0,0,0,0,0,2,1342.3,-345.9,1274.4,1274.4,realtime,1.32,3.96,none,1.36,4.08,,
de-DE_DT1,1l_de-DE_male-DT1/Außenluftzirkulation einschalten.wav,fast_mai,de-DE,5.67,Außenluftzirkulation einschalten,Außenluft-Zirkulation einschalten.,0.0,0,0,0,0,2,4957.6,457.5,997.8,497.8,realtime,1.32,3.96,none,,,4.46,
de-DE_DT1,1l_de-DE_male-DT1/Außenluftzirkulation einschalten.wav,fast_llm,de-DE,5.67,Außenluftzirkulation einschalten,Außenluftzirkulation einschalten.,0.0,0,0,0,0,2,4972.8,472.7,1013.0,783.0,realtime,1.32,3.96,none,,,4.46,
