dataset,sample_id,service,locale,duration_s,reference,hypothesis,wer,sentence_error,ins,del,sub,ref_len,first_latency_ms,lbl_ms,upl_ms,upl_self_ms,upl_anchor,speech_start_s,speech_end_s,boundary_fix_action,first_word_start_s,last_word_end_s,vad_truncated_s,error
en-GB_DT1,1l_en-GB_female-DT1/direct me to office.wav,realtime,en-GB,2.85,direct me to office,Direct me to office.,0.0,0,0,0,0,4,1660.9,284.2,384.8,384.8,realtime,1.22,2.8,none,1.22,2.8,,
en-GB_DT1,1l_en-GB_female-DT1/direct me to office.wav,realtime_refine,en-GB,2.85,direct me to office,Direct me to office.,0.0,0,0,0,0,4,1368.9,614.1,814.7,814.7,realtime,1.22,2.8,none,1.1,2.7,,
en-GB_DT1,1l_en-GB_female-DT1/direct me to office.wav,fast_llm,en-GB,2.85,direct me to office,Direct me to office.,0.0,0,0,0,0,4,3442.8,542.4,642.9,612.9,realtime,1.22,2.8,none,,,3.3,
en-GB_DT1,1l_en-GB_female-DT1/direct me to office.wav,fast_mai_1,en-GB,2.85,direct me to office,Direct me to office.,0.0,0,0,0,0,4,3470.1,568.3,670.1,620.1,realtime,1.22,2.8,none,,,3.3,
en-GB_DT1,1l_en-GB_female-DT1/direct me to office.wav,whisper_v3,en-GB,2.85,direct me to office,Direct me to office.,0.0,0,0,0,0,4,3494.4,594.1,694.4,774.4,realtime,1.22,2.8,none,,,3.3,
en-GB_DT1,1l_en-GB_female-DT1/direct me to office.wav,fast_default,en-GB,2.85,direct me to office,Direct me to office.,0.0,0,0,0,0,4,3530.3,630.0,730.3,810.3,realtime,1.22,2.8,none,,,3.3,
en-GB_DT1,2r_en-GB_female-DT1/Minimum driver seat heating.wav,realtime,en-GB,4.23,Minimum driver seat heating,Minimum driver seat heating.,0.0,0,0,0,0,4,1760.2,-220.3,680.1,680.1,realtime,1.12,3.4,none,1.12,3.4,,
en-GB_DT1,2r_en-GB_female-DT1/Minimum driver seat heating.wav,realtime_refine,en-GB,4.23,Minimum driver seat heating,Minimum driver seat heating.,0.0,0,0,0,0,4,1341.5,240.0,1250.4,1250.4,realtime,1.12,3.4,none,1.13,3.29,,
en-GB_DT1,2r_en-GB_female-DT1/Minimum driver seat heating.wav,fast_llm,en-GB,4.23,Minimum driver seat heating,Minimum driver seat heating.,0.0,0,0,0,0,4,4352.0,451.8,952.1,1082.1,realtime,1.12,3.4,none,,,3.9,
en-GB_DT1,2r_en-GB_female-DT1/Minimum driver seat heating.wav,fast_mai_1,en-GB,4.23,Minimum driver seat heating,Minimum driver seat heating.,0.0,0,0,0,0,4,4399.9,499.3,999.9,499.9,realtime,1.12,3.4,none,,,3.9,
en-GB_DT1,2r_en-GB_female-DT1/Minimum driver seat heating.wav,whisper_v3,en-GB,4.23,Minimum driver seat heating,Minimum driver seat heating.,0.0,0,0,0,0,4,4489.5,589.0,1089.5,1209.5,realtime,1.12,3.4,none,,,3.9,
en-GB_DT1,2r_en-GB_female-DT1/Minimum driver seat heating.wav,fast_default,en-GB,4.23,Minimum driver seat heating,Minimum driver seat heating.,0.0,0,0,0,0,4,4521.3,620.9,1121.4,1241.4,realtime,1.12,3.4,none,,,3.9,
en-GB_DT1,1l_en-GB_male-DT1/Close front row window to half.wav,realtime,en-GB,4.67,Close front row window to half,Close front row window for heart.,0.3333,1,0,0,2,6,1831.1,-796.1,674.4,674.4,realtime,1.11,3.23,none,1.11,3.23,,
en-GB_DT1,1l_en-GB_male-DT1/Close front row window to half.wav,realtime_refine,en-GB,4.67,Close front row window to half,Close front row window for half.,0.1667,1,0,0,1,6,1570.0,-438.9,1242.0,1242.0,realtime,1.11,3.23,none,1.1,3.02,,
en-GB_DT1,1l_en-GB_male-DT1/Close front row window to half.wav,fast_mai_1,en-GB,4.67,Close front row window to half,Close front row window for hearts.,0.3333,1,0,0,2,6,4210.1,410.2,980.3,480.3,realtime,1.11,3.23,none,,,3.73,
en-GB_DT1,1l_en-GB_male-DT1/Close front row window to half.wav,fast_llm,en-GB,4.67,Close front row window to half,"close front row window, perhaps?",0.3333,1,0,1,1,6,4269.1,468.8,1039.3,1119.3,realtime,1.11,3.23,none,,,3.73,
en-GB_DT1,1l_en-GB_male-DT1/Close front row window to half.wav,fast_default,en-GB,4.67,Close front row window to half,Close front row window for half.,0.1667,1,0,0,1,6,4369.3,569.4,1139.5,1329.5,realtime,1.11,3.23,none,,,3.73,
en-GB_DT1,1l_en-GB_male-DT1/Close front row window to half.wav,whisper_v3,en-GB,4.67,Close front row window to half,Close front row window for half.,0.1667,1,0,0,1,6,4406.5,606.6,1176.8,1366.8,realtime,1.11,3.23,none,,,3.73,
en-GB_DT1,2r_en-GB_male-DT1/Please reduce the ambient lights' brightness by 20 percent.wav,realtime,en-GB,5.93,Please reduce the ambient lights' brightness by 20 percent,Please reduce the ambient light brightness by 20%.,0.2222,1,0,1,1,9,1502.0,-399.9,680.8,680.8,realtime,1.44,4.92,none,1.44,4.92,,
